รหัส,หมวด,ความยาก,รอบที่,คำถาม,ผล,เหตุผล,เรียกเครื่องมือ,ข้อมูลที่ส่งให้เครื่องมือ,รอบที่เรียกเครื่องมือ,ความรู้ที่ค้นเจอ,เวลา_ms,คำตอบ,ฐานกฎหมาย,แหล่งอ้างอิง
"Q15","สิทธิ์ลดหย่อน","ง่าย","1","ค่าลดหย่อนส่วนตัวได้เท่าไหร่","ผ่าน","ครบ","-","","0","มาตรการลดหย่อนรายปีที่เปลี่ยนเงื่อนไขทุกปี | กองทุนการออมแห่งชาติ กอช. ลดหย่อนได้ตามจริง ไม่เกิน 30,000 บาท | ค่าลดหย่อนส่วนตัวและคู่สมรส","16673","ค่าลดหย่อนส่วนตัวของผู้เสียภาษีบุคคลธรรมดาคือ 60,000 บาทต่อปี โดยไม่มีเงื่อนไขพิเศษใด ๆ และไม่จำเป็นต้องมีเอกสารประกอบ หากคุณมีคำถามเพิ่มเติมเกี่ยวกับการคำนวณภาษีหรือสิทธิ์ลดหย่อนอื่น ๆ สามารถสอบถามได้เลยนะคะ 😊","ประมวลรัษฎากร มาตรา 47(1)(ก)","S1"
"Q16","สิทธิ์ลดหย่อน","ง่าย","1","ค่าลดหย่อนบุตรได้เท่าไหร่","ผ่าน","ครบ","-","","0","ค่าลดหย่อนบุตรและบุตรคนที่สองเป็นต้นไป | ค่าฝากครรภ์และค่าคลอดบุตร | ค่าลดหย่อนบิดามารดาและค่าอุปการะคนพิการ","22370","ค่าลดหย่อนบุตรต่อคนที่ใช้สิทธิได้คือ 30,000 บาท หากบุตรเกิดหลังปี พ.ศ. 2561 จะได้รับเพิ่มเป็น 60,000 บาทต่อคน จำนวนบุตรที่ลดหย่อนได้รวมกันไม่เกินจำนวนตามกฎหมายกำหนด หากมีคู่สมรสและแยกยื่นภาษี แต่ละฝ่ายหักได้คนละครึ่งหนึ่งของสิทธิ์นี้ ต้องการทราบรายละเอียดเพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 47(1)(ค)","S1"
"Q17","สิทธิ์ลดหย่อน","ปานกลาง","1","เลี้ยงดูบิดามารดาลดหย่อนได้เท่าไหร่ และมีเงื่อนไขอะไรบ้าง","ผ่าน","ครบ","-","","0","ค่าลดหย่อนบิดามารดาและค่าอุปการะคนพิการ | เบี้ยประกันสุขภาพบิดามารดา หักได้ 15,000 บาท และวิธีเฉลี่ยเมื่อลูกหลายคนช่วยกันจ่าย | ลำดับการหักค่าใช้จ่ายและค่าลดหย่อนที่ถูกต้อง","38314","คุณภาษีตอบค่ะ 😊 คุณสามารถลดหย่อนภาษีได้สูงสุด 120,000 บาท จากการเลี้ยงดูบิดามารดา โดยแบ่งเป็นคนละ 30,000 บาทต่อคน สูงสุด 4 คน (บิดามารดาของผู้มีเงินได้และของคู่สมรส) **เงื่อนไขสำคัญ:** - บิดามารดาต้องมีอายุ 60 ปีขึ้นไปในปีภาษีนั้น - มีรายได้ในปีภาษีไม่เกิน 30,000 บาท - ต้องอยู่ในความอุปการะเลี้ยงดูของผู้มีเงินได้ - ต้องมีหนังสือรับรองการหักลดหย่อนแบบ ล.ย.03 จากบิดามารดา หากต้องการคำนวณภาษีที่เกี่ยวข้องกับรายได้และค่าลดหย่อนนี้ แจ้งรายได้ปีละเท่าไหร่มาได้เลยนะคะ 😊","ประมวลรัษฎากร มาตรา 47(1)(ญ)","S1"
"Q18","สิทธิ์ลดหย่อน","ปานกลาง","1","ซื้อกองทุน SSF ลดหย่อนได้สูงสุดเท่าไหร่","ผ่าน","ครบ","-","","0","กองทุนการออมแห่งชาติ กอช. ลดหย่อนได้ตามจริง ไม่เกิน 30,000 บาท | กองทุนเพื่อการเกษียณและเพดานรวม 500,000 บาท | ค่าลดหย่อนกองทุนและประกัน ปี 2567","24243","ลดหย่อนได้สูงสุด 200,000 บาทค่ะ ตามมาตรา 47(1)(ง) และกฎกระทรวงกำหนดให้กองทุนรวมเพื่อการออม (SSF) หักได้ไม่เกินร้อยละ 30 ของเงินได้พึงประเมิน และไม่เกิน 200,000 บาทต่อปี หากรวมกับกองทุนอื่น ๆ เช่น RMF กบข. จะต้องไม่เกินเพดานรวม 500,000 บาทตามประกาศกรมสรรพากร สนใจทราบรายละเอียดเพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 47 ประกอบกฎกระทรวงว่าด้วยกองทุนรวมเพื่อการออม","S1"
"Q19","สิทธิ์ลดหย่อน","ยาก","1","ซื้อ RMF และ SSF รวมกันลดหย่อนได้สูงสุดเท่าไหร่","ผ่าน","ครบ","-","","0","กองทุนการออมแห่งชาติ กอช. ลดหย่อนได้ตามจริง ไม่เกิน 30,000 บาท | เพดานรวม 500,000 บาทของกลุ่มเกษียณ นับอะไรบ้างและลำดับการใช้สิทธิ | กองทุนเพื่อการเกษียณและเพดานรวม 500,000 บาท","30453","ลดหย่อนได้สูงสุดตามเพดานรวมคือ 500,000 บาทต่อปีภาษีค่ะ RMF ไม่เกิน 30% ของเงินได้พึงประเมิน และไม่เกิน 500,000 บาท SSF ไม่เกิน 30% ของเงินได้พึงประเมิน และไม่เกิน 200,000 บาท หากรวมกันเกิน 500,000 บาท ส่วนเกินจะใช้ลดหย่อนไม่ได้ค่ะ ตัวอย่าง: ซื้อ RMF 300,000 และ SSF 200,000 รวมได้ 500,000 บาท ใช้สิทธิเต็มจำนวน สนใจรู้รายละเอียดเพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 47 ประกอบกฎกระทรวง (กลุ่มกองทุนเพื่อการเกษียณรวมกันไม่เกิน 500,000 บาท)","S1"
"Q20","สิทธิ์ลดหย่อน","ปานกลาง","1","เบี้ยประกันชีวิตกับประกันสุขภาพลดหย่อนได้เท่าไหร่","ผ่าน","ครบ","-","","0","ประกันชีวิตและประกันสุขภาพ | เบี้ยประกันชีวิตแบบบำนาญ ลดหย่อนได้ 15% ของเงินได้ ไม่เกิน 200,000 บาท | ค่าลดหย่อนกองทุนและประกัน ปี 2567","65507","เบี้ยประกันชีวิตและประกันสุขภาพสามารถลดหย่อนได้ตามเงื่อนไขต่อไปนี้ค่ะ - เบี้ยประกันชีวิตของผู้มีเงินได้: ลดหย่อนได้ตามจริงแต่ไม่เกิน **100,000 บาท** โดยกรมธรรม์ต้องมีกำหนดเวลาอย่างน้อย 10 ปี และทำกับบริษัทประกันชีวิตในประเทศไทย - เบี้ยประกันสุขภาพตนเอง: ลดหย่อนได้ตามจริงแต่ไม่เกิน **25,000 บาท** เมื่อรวมกับเบี้ยประกันชีวิตแล้ว ต้องไม่เกิน 100,000 บาท - เบี้ยประกันสุขภาพบิดามารดา: ลดหย่อนได้ตามจริงแต่ไม่เกิน **15,000 บาท** โดยบิดามารดาต้องมีเงินได้ในปีภาษีไม่เกิน 30,000 บาท - เบี้ยประกันชีวิตของคู่สมรสที่ไม่มีรายได้: ลดหย่อนเพิ่มได้ไม่เกิน **10,000 บาท** ตัวอย่าง: หากจ่ายเบี้ยประกันชีวิต 90,000","ประมวลรัษฎากร มาตรา 47(1)(ง)","S1"
"Q21","สิทธิ์ลดหย่อน","ปานกลาง","1","ดอกเบี้ยเงินกู้ซื้อบ้านลดหย่อนได้เท่าไหร่","ผ่าน","ครบ","-","","0","ดอกเบี้ยเงินกู้ยืมเพื่อซื้อที่อยู่อาศัย | ค่าลดหย่อนนโยบายรัฐ ปี 2567 | ลำดับการหักค่าใช้จ่ายและค่าลดหย่อนที่ถูกต้อง","8067","ดอกเบี้ยเงินกู้ซื้อบ้านลดหย่อนได้สูงสุด 100,000 บาทต่อปีค่ะ","ประมวลรัษฎากร มาตรา 47(1)(ซ)","S1"
"Q22","สิทธิ์ลดหย่อน","ง่าย","1","เงินสมทบประกันสังคมลดหย่อนได้เท่าไหร่","ผ่าน","ครบ","-","","0","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ค่าลดหย่อนกองทุนและประกัน ปี 2567 | มาตรการลดหย่อนรายปีที่เปลี่ยนเงื่อนไขทุกปี","10354","เงินสมทบประกันสังคมลดหย่อนได้ตามจำนวนที่จ่ายจริง สูงสุดเดือนละ 750 บาทหรือทั้งปีไม่เกิน 9,000 บาทค่ะ","ประมวลรัษฎากร มาตรา 47(1)(ฌ)","S1"
"Q23","กำหนดยื่นภาษี","ง่าย","1","ต้องยื่นภาษีเงินได้บุคคลธรรมดาภายในเมื่อไหร่","ผ่าน","ครบ","-","","0","กำหนดเวลายื่นแบบภาษีเงินได้บุคคลธรรมดา ปี 2568 (สำหรับเงินได้ปี 2567) | แบบ ภ.ง.ด.90 ภ.ง.ด.91 และกำหนดเวลายื่น | ฐานภาษีและอัตราภาษีเงินได้บุคคลธรรมดา ปี 2567","26743","สำหรับปีภาษี 2567 ผู้ทดสอบระบบต้องยื่นแบบภาษีเงินได้บุคคลธรรมดาภายในวันที่ **31 มีนาคม 2568** หากยื่นผ่านเว็บไซต์ efiling.rd.go.th จะได้รับสิทธิขยายเวลาออกไปอีก 8 วัน จนถึงวันที่ **8 เมษายน 2568** หากวันสุดท้ายตรงกับวันหยุดราชการ จะเลื่อนไปเป็นวันทำการถัดไป ข้อมูลนี้อ้างอิงจากประมวลรัษฎากร มาตรา 56 และประกาศกระทรวงการคลัง [ชุดที่ 3] ต้องยื่นก่อนกำหนดหรือจะเสียค่าปรับไหมครับ?","ประมวลรัษฎากร มาตรา 56","S2"
"Q24","กำหนดยื่นภาษี","ปานกลาง","1","แบบ ภ.ง.ด.90 กับ ภ.ง.ด.91 ต่างกันอย่างไร","ผ่าน","ครบ","-","","0","เลือกระหว่าง ภ.ง.ด.90 และ ภ.ง.ด.91 ให้ถูก | ความแตกต่างระหว่างแบบ ภ.ง.ด.90 และ ภ.ง.ด.91 | แบบ ภ.ง.ด.90 ภ.ง.ด.91 และกำหนดเวลายื่น","34547","ใช้แบบภ.ง.ด.91 เมื่อมีเงินได้จากการจ้างแรงงานตามมาตรา 40(1) เพียงประเภทเดียวตลอดปี เช่น พนักงานบริษัทหรือข้าราชการที่ไม่มีรายได้อื่น ใช้แบบภ.ง.ด.90 เมื่อมีเงินได้หลายประเภท หรือมีรายได้อื่นนอกเหนือจากเงินเดือน เช่น มีงานฟรีแลนซ์ ค่าเช่า หรือขายของออนไลน์ หากมีรายได้เสริมแม้เพียงเล็กน้อยนอกเหนือจากเงินเดือน ก็ต้องใช้ภ.ง.ด.90 ไม่ใช่ภ.ง.ด.91 หากผู้ยื่นใช้ภ.ง.ด.90 และมีรายได้ตามมาตรา 40(5) ถึง (8) จะต้องยื่นภ.ง.ด.94 ครึ่งปีด้วย อยากทราบข้อมูลเพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 56 ประกอบประกาศอธิบดีกรมสรรพากรเรื่องแบบแสดงรายการ","S2 S3"
"Q25","กำหนดยื่นภาษี","ยาก","1","ภ.ง.ด.94 คืออะไร ใครต้องยื่น และยื่นเมื่อไหร่","ผ่าน","ครบ","-","","0","แบบ ภ.ง.ด.94 ภาษีครึ่งปี | แบบ ภ.ง.ด.90 ภ.ง.ด.91 และกำหนดเวลายื่น | กำหนดเวลายื่นแบบภาษีเงินได้บุคคลธรรมดา ปี 2568 (สำหรับเงินได้ปี 2567)","34521","ภ.ง.ด.94 เป็นแบบแสดงรายการรายได้ครึ่งปีสำหรับผู้มีรายได้ประเภทต่าง ๆ เช่น ค่าเช่า วิชาชีพอิสระ รับเหมา ธุรกิจ และเงินได้จากงานที่ไม่ใช่เงินเดือนอย่างเดียว ผู้มีรายได้ในประเภทดังกล่าวต้องยื่นภ.ง.ด.94 สำหรับรายได้ครึ่งปีแรก (1 มกราคม – 30 มิถุนายน) โดยกำหนดยื่นภายในเดือนกรกฎาคมถึงวันที่ 30 กันยายนของปีภาษีนั้น หากไม่มีรายได้จากงานประจำเพียงอย่างเดียว และนายจ้างหักภาษีณมูลค่าเพิ่มให้ถูกต้องแล้ว ก็อาจไม่จำเป็นต้องยื่นภ.ง.ด.94 ได้ คุณสนใจทราบข้อมูลเพิ่มเติมไหมครับ?","ประมวลรัษฎากร มาตรา 56 ทวิ","S4"
"Q26","กำหนดยื่นภาษี","ปานกลาง","1","ยื่นภาษีออนไลน์ทำอย่างไร","ผ่าน","ครบ","-","","0","ขั้นตอนการยื่นภาษีออนไลน์ที่เว็บไซต์กรมสรรพากร | ระบบยื่นแบบออนไลน์ E-FILING ของกรมสรรพากร | แบบ ภ.ง.ด.90 ภ.ง.ด.91 และกำหนดเวลายื่น","43454","ยื่นภาษีออนไลน์ผ่านระบบ E-FILING โดยเข้าเว็บไซต์ rd.go.th เลือกเมนูยื่นแบบออนไลน์ หรือใช้ช่องทาง https://efiling.rd.go.th/rd-efiling-web/login ขั้นตอนโดยสรุป 1. เข้าสู่ระบบด้วยเลขประจำตัวประชาชน และยืนยันตัวตนตามขั้นตอนของระบบ 2. เลือกแบบที่ต้องการยื่น เช่น ภ.ง.ด.90 หรือ ภ.ง.ด.91 3. กรอกข้อมูลรายได้จากหนังสือรับรองการหักภาษี ณ ที่จ่าย และกรอกรายการค่าลดหย่อน 4. ระบบคำนวณภาษีอัตโนมัติ ตรวจสอบความถูกต้องแล้วยืนยันการยื่น หากยื่นผ่านอินเทอร์เน็ต จะได้รับสิทธิขยายเวลายื่นออกไปอีก 8 วันจากกำหนดปกติ หากมีปัญหาหรือต้องการความช่วยเหลือเพิ่มเติมสามารถติดต่อสายด่วนกรมสรรพากรได้ที่หมายเลข 1161 คุณเคยยื่น","ประกาศกรมสรรพากรเรื่องการยื่นแบบผ่านระบบเครือข่ายอินเทอร์เน็ต","S5"
"Q27","กำหนดยื่นภาษี","ยาก","1","รายได้เท่าไหร่ถึงต้องยื่นแบบแสดงรายการภาษี","ผ่าน","ครบ","-","","0","เกณฑ์เงินได้ที่ทำให้ต้องยื่นแบบแสดงรายการ | สรุปแบบแสดงรายการภาษีทุกชนิดและหน้าที่ของแต่ละแบบ | ระบบยื่นแบบออนไลน์ E-FILING ของกรมสรรพากร","35007","รายได้เกินกำหนดต้องยื่นแบบแสดงรายการภาษีดังนี้ค่ะ - คนโสด เงินเดือนอย่างเดียวเกิน 120,000 บาทต่อปี ต้องยื่น - คู่สมรส เงินได้รวมกันเกิน 220,000 บาทต่อปี ต้องยื่น กรณีมีเงินได้อื่น ๆ เช่น ดอกเบี้ย เงินปันผล หรือค่าเช่าทรัพย์สิน - คนโสด เงินได้เกิน 60,000 บาทต่อปี ต้องยื่น - คู่สมรส เงินได้รวมกันเกิน 120,000 บาทต่อปี ต้องยื่น แม้ไม่มีภาษีต้องชำระ ก็ยังต้องยื่นเพื่อใช้เป็นหลักฐานทางการเงินค่ะ อยากทราบรายละเอียดเพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 56","S3"
"Q28","กฎหมายภาษี","ปานกลาง","1","เงินได้พึงประเมินมีกี่ประเภท","ผ่าน","ครบ","-","","0","เงินได้พึงประเมิน 8 ประเภทตามมาตรา 40 | ภาษีคริปโตเคอร์เรนซีและโทเคนดิจิทัล | เบี้ยประกันชีวิตแบบบำนาญ ลดหย่อนได้ 15% ของเงินได้ ไม่เกิน 200,000 บาท","44362","เงินได้พึงประเมินแบ่งออกเป็น 8 ประเภทตามมาตรา 40 ประมวลรัษฎากรค่ะ - 40(1) เงินเดือน ค่าจ้าง โบนัส - 40(2) ค่านายหน้า ค่าคอมมิชชัน เบี้ยประชุม - 40(3) ค่าลิขสิทธิ์ สิทธิบัตร - 40(4) ดอกเบี้ย เงินปันผล เงินส่วนแบ่งกำไร - 40(5) เงินได้จากการให้เช่าทรัพย์สิน - 40(6) เงินได้จากวิชาชีพอิสระ เช่น กฎหมาย บัญชี - 40(7) เงินได้จากการรับเหมาที่ลงทุนจัดหาสัมภาระสำคัญ - 40(8) เงินได้จากธุรกิจ การพาณิชย์ เกษตรกรรม อุตสาหกรรม ผู้มีรายได้หลายประเภทต้องนำมารวมคำนวณทั้งหมดค่ะ ต้องการทราบรายละเอียดเพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 40","S3 S6"
"Q29","กฎหมายภาษี","ปานกลาง","1","เงินเดือนหักค่าใช้จ่ายได้เท่าไหร่","ผ่าน","ครบ","-","","0","การหักค่าใช้จ่ายเงินเดือนและค่าจ้าง 40(1) และ 40(2) | ลำดับการหักค่าใช้จ่ายและค่าลดหย่อนที่ถูกต้อง | ตัวอย่างการคำนวณภาษีเงินเดือน","32777","คุณภาษีช่วยตอบครับ เงินเดือนหักค่าใช้จ่ายได้ตามอัตราเหมา 50% แต่ไม่เกินเพดานรวม 100,000 บาทต่อปีค่ะ ตัวอย่าง: - เงินเดือนปีละ 600,000 บาท → หักได้ 100,000 บาท (50% ของเงินเดือนแต่ไม่เกินเพดาน) - เงินเดือนปีละ 150,000 บาท → หักได้เต็ม 75,000 บาท (50% ของเงินเดือน เพราะยังไม่ถึงเพดาน) หากต้องการคำนวณเฉพาะรายละเอียดเพิ่มเติม เช่น รวมกับค่าคอมมิชชันหรือเงินอื่น ๆ โปรดแจ้งรายละเอียดเพิ่มเติมมาได้เลยครับ","ประมวลรัษฎากร มาตรา 42 ทวิ","S3"
"Q30","กฎหมายภาษี","ปานกลาง","1","เปิดร้านขายของ รายได้จัดเป็นเงินได้ประเภทไหน และหักค่าใช้จ่ายได้เท่าไหร่","ผ่าน","ครบ","-","","0","ภาษีธุรกิจเฉพาะและการขายอสังหาริมทรัพย์ | เงินได้จากธุรกิจและการพาณิชย์ 40(8) | การหักค่าใช้จ่ายเงินเดือนและค่าจ้าง 40(1) และ 40(2)","24827","เงินได้จากกิจการขายของอยู่ในประเภท 40(8) เงินได้จากการพาณิชย์และธุรกิจ หักค่าใช้จ่ายได้ร้อยละ 60 ของรายได้ทั้งหมด (ยกเว้นกรณีมีข้อกำหนดเฉพาะจากกรมสรรพากร) ตัวอย่าง: หากรายได้ปีละ 1,000,000 บาท จะหักค่าใช้จ่ายได้ 600,000 บาท หากต้องการคำนวณภาษีที่ต้องชำระ กรุณาแจ้งรายได้และข้อมูลเพิ่มเติมมาได้เลยค่ะ","ประมวลรัษฎากร มาตรา 40(8) และพระราชกฤษฎีกาว่าด้วยการหักค่าใช้จ่าย","S3"
"Q31","กฎหมายภาษี","ยาก","1","มีรายได้จากต่างประเทศต้องเสียภาษีในไทยไหม","ผ่าน","ครบ","-","","0","เงินได้จากต่างประเทศและถิ่นที่อยู่ทางภาษี | สรุปแบบแสดงรายการภาษีทุกชนิดและหน้าที่ของแต่ละแบบ | กำไรจากการขายหุ้นและกองทุนรวม","47988","ผู้ทดสอบระบบค่ะ คำถามนี้เกี่ยวกับหลักเกณฑ์การเสียภาษีเงินได้บุคคลธรรมดาจากแหล่งต่างประเทศ โดยอ้างอิงจากประมวลรัษฎากร มาตรา 41 ตามมาตรา 41 ผู้มีเงินได้จากแหล่งนอกประเทศไทยจะต้องเสียภาษีในประเทศไทย **เฉพาะกรณีที่ผ่านเงื่อนไขทั้งสองข้อดังนี้**: 1. มีสถานภาพ ""ผู้อยู่ในประเทศไทย"" คือ อาศัยอยู่ในประเทศไทยรวมกันตั้งแต่ 180 วันขึ้นไปภายในปีภาษีนั้น 2. เงินได้นั้นถูกนำเข้ามาในประเทศไทย หากไม่ผ่านเงื่อนไขใดเงื่อนไขหนึ่ง เช่น อยู่ในไทยไม่ถึง 180 วัน แม้มีรายได้จากต่างประเทศและนำเงินเข้ามา ก็ยังไม่ต้องเสียภาษีในประเทศไทย กรณีมีรายได้จำนวนมากหรือซับซ้อนควรปรึกษากรมสรรพากรหรือผู้เชี่ยวชาญด้านภาษีระหว่างประเ","ประมวลรัษฎากร มาตรา 41","S6"
"Q32","นอกขอบเขต","ง่าย","1","ช่วยแนะนำร้านอาหารอร่อยแถวพิษณุโลกหน่อย","ผ่าน","แจ้งขอบเขตถูกต้อง","-","","0","ภาษีธุรกิจเฉพาะและการขายอสังหาริมทรัพย์ | เงินได้จากธุรกิจและการพาณิชย์ 40(8) | สรุปแบบแสดงรายการภาษีทุกชนิดและหน้าที่ของแต่ละแบบ","15892","ขออภัยค่ะ ไม่สามารถแนะนำร้านอาหารได้ เพราะอยู่นอกขอบเขตการให้ข้อมูลเรื่องภาษีนะคะ 😊 แต่ถ้ามีคำถามเกี่ยวกับภาษีเงินได้บุคคลธรรมดาหรือเรื่องอื่น ๆ ที่เกี่ยวข้องกับกฎหมายสรรพากร ยินดีช่วยเหลือครับ","ไม่มี",""
"Q33","คำนวณภาษี","ง่าย","1","เงินเดือน 25,000 บาทต่อเดือน ประกันสังคม 9,000 บาท โสด ต้องเสียภาษีเท่าไหร่","ผ่าน","ตอบถูกว่าไม่ต้องเสียภาษี","calculate_thai_personal_income_tax","{""income"":{""salary"":300000},""allowances"":{""children"":0,""childrenBorn2561Plus"":0,""disabledCare"":0,""healthInsurance"":0,""lifeInsurance"":0,""parentHealthInsurance"":0,""parents"":0,""rmf"":0,""socialSecurity"":9000,""spouse"":false},""options"":{""professionType"":""other"",""rentType"":""other""}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ตัวอย่างการคำนวณภาษีเงินเดือน","40835","ภาษีที่ต้องชำระคือ 0 บาทค่ะ เงินเดือนปีละ 300,000 บาท หักค่าใช้จ่าย 50% (ไม่เกิน 100,000 บาท) เหลือ 200,000 บาท หักค่าลดหย่อนส่วนตัว 60,000 บาท และเงินสมทบประกันสังคม 9,000 บาท เหลือเงินได้สุทธิ 131,000 บาท ซึ่งอยู่ในช่วงแรกของอัตราก้าวหน้า (ต่ำกว่า 150,000 บาท) จึงไม่มีภาษีที่ต้องชำระเพิ่มเติม ต้องการคำแนะนำเพิ่มเติมเกี่ยวกับการวางแผนภาษีไหมคะ?","ประมวลรัษฎากร มาตรา 48","S2 S7"
"Q34","คำนวณภาษี","ง่าย","1","เงินเดือน 40,000 บาทต่อเดือน ประกันสังคม 9,000 บาท โสด ภาษีเท่าไหร่","ผ่าน","พบ 8,600","calculate_thai_personal_income_tax","{""income"":{""salary"":480000},""allowances"":{""children"":0,""childrenBorn2561Plus"":0,""disabledCare"":0,""donationEducation"":0,""donationGeneral"":0,""easyEReceipt"":0,""healthInsurance"":0,""homeLoanInterest"":0,""lifeInsurance"":0,""nsf"":0,""parentHealthInsurance"":0,""parents"":0,""pensionInsurance"":0,""pvd"":0,""socialSecurity"":9000,""spouse"":false,""ssf"":0},""options"":{""professionType"":""other"",""rentType"":""other""},""withholdingTax"":0}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ตัวอย่างการคำนวณภาษีเงินเดือน","42572","ภาษีที่ต้องชำระคือ 8,600 บาทค่ะ - เงินเดือนปีละ 480,000 บาท หักค่าใช้จ่าย 50% (เพดานรวม 100,000 บาท) - หักค่าลดหย่อนส่วนตัว 60,000 บาท และเงินสมทบประกันสังคม 9,000 บาท - เงินได้สุทธิเหลือ 311,000 บาท จ่ายภาษีตามอัตราก้าวหน้ารวม 8,600 บาท หากต้องการคำแนะนำเพิ่มเติมเกี่ยวกับการวางแผนภาษีหรือค่าลดหย่อนอื่น ๆ สามารถถามมาได้เลยนะคะ 😊","ประมวลรัษฎากร มาตรา 48","S2 S7"
"Q35","คำนวณภาษี","ปานกลาง","1","เงินเดือน 60,000 บาทต่อเดือน ประกันสังคม 9,000 บาท มีบุตร 1 คน ภาษีเท่าไหร่","ผ่าน","พบ 30,650","calculate_thai_personal_income_tax","{""income"":{""salary"":720000},""allowances"":{""children"":1,""socialSecurity"":9000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ค่าฝากครรภ์และค่าคลอดบุตร","30494","ภาษีที่ต้องชำระคือ 30,650 บาทค่ะ เงินเดือนปีละ 720,000 บาท หักค่าใช้จ่าย 100,000 บาท และค่าลดหย่อนรวม 99,000 บาท (บุตร 30,000 บาท + ประกันสังคม 9,000 บาท) อัตราภาษีตามขั้นบันไดคือ 5% จาก 150,000 บาทแรก และ 10% จากช่วงถัดไป รวมเป็นเงินที่ต้องชำระทั้งหมด ต้องการคำแนะนำเพิ่มเติมเกี่ยวกับการวางแผนภาษีไหมคะ?","ประมวลรัษฎากร มาตรา 47","S1 S2"
"Q36","คำนวณภาษี","ปานกลาง","1","เงินเดือน 50,000 บาทต่อเดือน ประกันสังคม 9,000 บาท ซื้อประกันชีวิต 100,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 10,600","calculate_thai_personal_income_tax","{""income"":{""salary"":600000},""allowances"":{""lifeInsurance"":100000,""socialSecurity"":9000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ตัวอย่างการคำนวณภาษีเงินเดือน","26099","ภาษีที่ต้องชำระคือ 10,600 บาทค่ะ รวมเงินได้สุทธิหลังหักค่าใช้จ่ายและลดหย่อนแล้วเท่ากับ 331,000 บาท เบี้ยประกันชีวิต 100,000 บาท และเงินสมทบประกันสังคม 9,000 บาท หักตามกฎหมาย ต้องชำระเพิ่มอีก 10,600 บาท เนื่องจากไม่มีภาษีหักณที่จ่ายมา คุณภาษีช่วยเหลือคุณได้ยังไงอีกไหมคะ?","ประมวลรัษฎากร มาตรา 47","S1 S8"
"Q37","คำนวณภาษี","ปานกลาง","1","เงินเดือน 50,000 บาทต่อเดือน ประกันสังคม 9,000 บาท เลี้ยงดูบิดามารดา 2 คน ภาษีเท่าไหร่","ผ่าน","พบ 14,600","calculate_thai_personal_income_tax","{""income"":{""salary"":600000},""allowances"":{""parents"":2,""socialSecurity"":9000}}","1","เบี้ยประกันสุขภาพบิดามารดา หักได้ 15,000 บาท และวิธีเฉลี่ยเมื่อลูกหลายคนช่วยกันจ่าย | ค่าลดหย่อนบิดามารดาและค่าอุปการะคนพิการ","37778","ภาษีที่ต้องชำระคือ 14,600 บาทค่ะ เงินเดือนปีละ 600,000 บาท หักค่าใช้จ่าย 50% เหลือ 300,000 บาท หักค่าลดหย่อนบิดามารดา 2 คน (60,000 บาท) และเงินสมทบประกันสังคม 9,000 บาท เหลือเงินได้สุทธิ 371,000 บาท อัตราภาษีตามขั้นบันไดคือ 5% สำหรับช่วง 150,001–300,000 และ 10% สำหรับช่วงถัดไป สุดท้ายจ่ายภาษีเพิ่ม 14,600 บาท เรียนรู้เพิ่มเติมเกี่ยวกับการวางแผนภาษีบุคคลธรรมดาได้ไหมคะ?","ประมวลรัษฎากร มาตรา 47","S1"
"Q38","คำนวณภาษี","ปานกลาง","1","เงินเดือน 70,000 บาทต่อเดือน ประกันสังคม 9,000 บาท ดอกเบี้ยบ้าน 100,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 38,150","calculate_thai_personal_income_tax","{""income"":{""salary"":840000},""allowances"":{""homeLoanInterest"":100000,""socialSecurity"":90000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ตัวอย่างการคำนวณภาษีเงินเดือน","33038","ภาษีที่ต้องชำระคือ 38,150 บาทค่ะ เงินเดือนปีละ 840,000 บาท หักค่าใช้จ่าย 50% (ไม่เกิน 100,000 บาท) เหลือ 740,000 บาท หักค่าลดหย่อนรวม 169,000 บาท (ส่วนตัว 60,000 + ประกันสังคม 9,000 + ดอกเบี้ยบ้าน 100,000) เงินได้สุทธิเหลือ 571,000 บาท คำนวณภาษีตามอัตราก้าวหน้าได้ 38,150 บาท ต้องการคำแนะนำเพิ่มเติมเกี่ยวกับการวางแผนภาษีไหมคะ?","ประมวลรัษฎากร มาตรา 47","S1"
