รหัส,หมวด,ความยาก,รอบที่,คำถาม,ผล,เหตุผล,เรียกเครื่องมือ,ข้อมูลที่ส่งให้เครื่องมือ,รอบที่เรียกเครื่องมือ,ความรู้ที่ค้นเจอ,เวลา_ms,คำตอบ,ฐานกฎหมาย,แหล่งอ้างอิง
"Q11","บทลงโทษ","ปานกลาง","1","ยื่นภาษีช้า 3 เดือน มีภาษีค้างชำระ 10,000 บาท ต้องเสียเงินเพิ่มและค่าปรับเท่าไหร่","ผ่าน","พบ 2,450","calculate_late_filing_penalty","{""taxDue"":10000,""monthsLate"":3}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า","2630","ต้องเสียเงินเพิ่มและค่าปรับรวม 2,450 บาทค่ะ - โดยแบ่งเป็นเงินเพิ่ม 450 บาท และค่าปรับ 2,000 บาท - เมื่อรวมกับภาษีค้างชำระ 10,000 บาท จะต้องชำระทั้งสิ้น 12,450 บาท - จำนวนค่าปรับเป็นอำนาจเปรียบเทียบปรับของเจ้าพนักงาน กรุณาตรวจสอบกับสำนักงานสรรพากรพื้นที่หรือสายด่วน 1161 อีกครั้งนะคะ ภาษีเป็นเรื่องสำคัญค่ะ 📝","ประมวลรัษฎากร มาตรา 27 (เงินเพิ่ม 1.5% ต่อเดือน) และมาตรา 35 (ค่าปรับไม่เกิน 2,000 บาท)","S7 S6"
"Q12","บทลงโทษ","ปานกลาง","1","ภาษีค้างชำระ 50,000 บาท ยื่นช้า 6 เดือน ต้องจ่ายเพิ่มเท่าไหร่","ผ่าน","พบ 6,500","calculate_late_filing_penalty","{""monthsLate"":6,""taxDue"":50000}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า","2610","ต้องเสียเงินเพิ่มและค่าปรับรวม 6,500 บาทค่ะ - เงินเพิ่ม 4,500 บาท และค่าปรับ 2,000 บาท - เมื่อรวมกับภาษีค้างชำระ 50,000 บาท จะต้องชำระทั้งสิ้น 56,500 บาท 💸","ประมวลรัษฎากร มาตรา 27 และมาตรา 35","S7 S6"
"Q13","บทลงโทษ","ยาก","1","ภาษีค้าง 5,000 บาท ยื่นเกินกำหนดไป 5 วัน ต้องเสียเท่าไหร่","ผ่าน","พบ 1,075","calculate_late_filing_penalty","{""daysLate"":5,""taxDue"":5000}","1","ค่าปรับอาญากรณีไม่ยื่นแบบหรือยื่นล่าช้า","2564","ต้องเสียเงินเพิ่มและค่าปรับรวม 1,075 บาท (เงินเพิ่ม 75 บาท และค่าปรับ 1,000 บาท) เมื่อรวมกับภาษีค้างชำระ 5,000 บาท จะต้องชำระทั้งสิ้น 6,075 บาทค่ะ - เงินเพิ่มคำนวณจากภาษี 5,000 บาท คูณ 1.5% เป็นเวลา 1 เดือน รวม 75 บาท - ค่าปรับยื่นแบบล่าช้าไม่เกิน 7 วัน ตามแนวปฏิบัติทั่วไปอยู่ที่ 1,000 บาท - จำนวนค่าปรับเป็นอำนาจเปรียบเทียบปรับของเจ้าพนักงาน ควรตรวจสอบกับสำนักงานสรรพากรพื้นที่อีกครั้งค่ะ ภาษี 1161 💸","ประมวลรัษฎากร มาตรา 27 (เศษของเดือนนับเป็นหนึ่งเดือน) และมาตรา 35","S7 S6"
"Q14","บทลงโทษ","ยาก","1","เงินเพิ่มกรณียื่นภาษีล่าช้ามีเพดานสูงสุดหรือไม่","ผ่าน","ครบ","calculate_late_filing_penalty","{""taxDue"":0}","1","เงินเพิ่มร้อยละ 1.5 ต่อเดือนและเพดานตามมาตรา 27","2356","เงินเพิ่มกรณียื่นภาษีล่าช้ามีเพดานสูงสุดค่ะ โดยเงินเพิ่มที่คำนวณได้จะต้องไม่เกินจำนวนภาษีที่ต้องชำระตามมาตรา 27 แห่งประมวลรัษฎากรค่ะ ⚖️","ประมวลรัษฎากร มาตรา 27 วรรคท้าย กำหนดว่าเงินเพิ่มต้องไม่เกินจำนวนภาษีที่ต้องเสีย","S6"
"Q15","สิทธิ์ลดหย่อน","ง่าย","1","ค่าลดหย่อนส่วนตัวได้เท่าไหร่","ผ่าน","ครบ","-","","0","มาตรการลดหย่อนรายปีที่เปลี่ยนเงื่อนไขทุกปี | กองทุนการออมแห่งชาติ กอช. ลดหย่อนได้ตามจริง ไม่เกิน 30,000 บาท | ค่าลดหย่อนส่วนตัวและคู่สมรส","1304","ค่าลดหย่อนส่วนตัวสำหรับผู้มีเงินได้ทุกคนอยู่ที่ 60,000 บาทต่อปีค่ะ โดยเป็นสิทธิพื้นฐานที่ได้รับโดยไม่มีเงื่อนไขและไม่ต้องใช้เอกสารประกอบในการยื่นภาษีค่ะ ภาษี 💸","ประมวลรัษฎากร มาตรา 47(1)(ก)","S1"
"Q16","สิทธิ์ลดหย่อน","ง่าย","1","ค่าลดหย่อนบุตรได้เท่าไหร่","ผ่าน","ครบ","-","","0","ค่าลดหย่อนบุตรและบุตรคนที่สองเป็นต้นไป | ค่าฝากครรภ์และค่าคลอดบุตร | ค่าลดหย่อนบิดามารดาและค่าอุปการะคนพิการ","1460","ค่าลดหย่อนบุตรแบ่งเป็นกรณีดังนี้ค่ะ - บุตรชอบด้วยกฎหมายหรือบุตรบุญธรรม ลดหย่อนได้คนละ 30,000 บาท - บุตรชอบด้วยกฎหมายคนที่สองเป็นต้นไปที่เกิดตั้งแต่ปี พ.ศ. 2561 ลดหย่อนได้เพิ่มเป็นคนละ 60,000 บาท - บุตรบุญธรรมใช้สิทธิได้ไม่เกิน 3 คน และเมื่อรวมกับบุตรชอบด้วยกฎหมายต้องไม่เกินจำนวนที่กฎหมายกำหนดค่ะ 👶","ประมวลรัษฎากร มาตรา 47(1)(ค)","S1"
"Q17","สิทธิ์ลดหย่อน","ปานกลาง","1","เลี้ยงดูบิดามารดาลดหย่อนได้เท่าไหร่ และมีเงื่อนไขอะไรบ้าง","ผ่าน","ครบ","-","","0","ค่าลดหย่อนบิดามารดาและค่าอุปการะคนพิการ | เบี้ยประกันสุขภาพบิดามารดา หักได้ 15,000 บาท และวิธีเฉลี่ยเมื่อลูกหลายคนช่วยกันจ่าย | ลำดับการหักค่าใช้จ่ายและค่าลดหย่อนที่ถูกต้อง","1648","การลดหย่อนภาษีจากการอุปการะเลี้ยงดูบิดามารดามีรายละเอียดดังนี้ค่ะ - ลดหย่อนได้คนละ 30,000 บาท สูงสุดไม่เกิน 4 คน รวมสูงสุด 120,000 บาทค่ะ - บิดามารดาต้องมีอายุ 60 ปีบริบูรณ์ขึ้นไปในปีภาษีนั้น และมีเงินได้ไม่เกิน 30,000 บาทต่อปีค่ะ - ต้องมีหนังสือรับรองการหักลดหย่อน (แบบ ล.ย.03) และบิดามารดาหนึ่งคนใช้สิทธิได้เพียงบุตรคนเดียวเท่านั้นค่ะ 📋","ประมวลรัษฎากร มาตรา 47(1)(ญ)","S1"
"Q18","สิทธิ์ลดหย่อน","ปานกลาง","1","ซื้อกองทุน SSF ลดหย่อนได้สูงสุดเท่าไหร่","ผ่าน","ครบ","-","","0","กองทุนการออมแห่งชาติ กอช. ลดหย่อนได้ตามจริง ไม่เกิน 30,000 บาท | กองทุนเพื่อการเกษียณและเพดานรวม 500,000 บาท","1558","สำหรับการซื้อกองทุน SSF สามารถนำมาลดหย่อนภาษีได้สูงสุดไม่เกินร้อยละ 30 ของเงินได้พึงประเมินที่ต้องเสียภาษี และเมื่อรวมกับกองทุนเพื่อการเกษียณอื่น ๆ แล้ว ต้องไม่เกิน 200,000 บาทต่อปีค่ะ ทั้งนี้ เมื่อรวมสิทธิลดหย่อนกองทุน SSF, RMF, กองทุนสำรองเลี้ยงชีพ (หรือ กบข.), กองทุนสงเคราะห์ครูโรงเรียนเอกชน, กอช. และเบี้ยประกันชีวิตแบบบำนาญเข้าด้วยกันแล้ว จะต้องไม่เกิน 500,000 บาทในปีภาษีเดียวกันค่ะ 📈","ประมวลรัษฎากร มาตรา 47 ประกอบกฎกระทรวงว่าด้วยกองทุนรวมเพื่อการออม","S1"
"Q19","สิทธิ์ลดหย่อน","ยาก","1","ซื้อ RMF และ SSF รวมกันลดหย่อนได้สูงสุดเท่าไหร่","ผ่าน","ครบ","-","","0","กองทุนการออมแห่งชาติ กอช. ลดหย่อนได้ตามจริง ไม่เกิน 30,000 บาท | เพดานรวม 500,000 บาทของกลุ่มเกษียณ นับอะไรบ้างและลำดับการใช้สิทธิ","1537","การลดหย่อนภาษีสำหรับกลุ่มการออมเพื่อเกษียณ ซึ่งรวมถึง RMF และ SSF มีเพดานรวมกันสูงสุดไม่เกิน 500,000 บาทต่อปีภาษีค่ะ โดยมีเงื่อนไขย่อยดังนี้ค่ะ - RMF ลดหย่อนได้ไม่เกิน 30% ของเงินได้ที่ต้องเสียภาษี และเมื่อรวมกับกองทุนเกษียณอื่น ๆ แล้วต้องไม่เกิน 500,000 บาท - SSF ลดหย่อนได้ไม่เกิน 30% ของเงินได้ที่ต้องเสียภาษี และไม่เกิน 200,000 บาท โดยนับรวมอยู่ในเพดาน 500,000 บาทด้วยเช่นกันค่ะ 📈","ประมวลรัษฎากร มาตรา 47 ประกอบกฎกระทรวง (กลุ่มกองทุนเพื่อการเกษียณรวมกันไม่เกิน 500,000 บาท)","S1"
"Q20","สิทธิ์ลดหย่อน","ปานกลาง","1","เบี้ยประกันชีวิตกับประกันสุขภาพลดหย่อนได้เท่าไหร่","ผ่าน","ครบ","-","","0","ประกันชีวิตและประกันสุขภาพ | เบี้ยประกันชีวิตแบบบำนาญ ลดหย่อนได้ 15% ของเงินได้ ไม่เกิน 200,000 บาท","1527","เบี้ยประกันชีวิตลดหย่อนได้ตามจริงไม่เกิน 100,000 บาท และเบี้ยประกันสุขภาพลดหย่อนได้ตามจริงไม่เกิน 25,000 บาทค่ะ โดยเมื่อรวมเบี้ยประกันชีวิตและประกันสุขภาพเข้าด้วยกันแล้ว ต้องไม่เกิน 100,000 บาทต่อปีค่ะ ส่วนเบี้ยประกันสุขภาพบิดามารดาสามารถลดหย่อนได้ตามจริงไม่เกิน 15,000 บาท ซึ่งเป็นวงเงินแยกต่างหากค่ะ 📋","ประมวลรัษฎากร มาตรา 47(1)(ง)","S1"
"Q21","สิทธิ์ลดหย่อน","ปานกลาง","1","ดอกเบี้ยเงินกู้ซื้อบ้านลดหย่อนได้เท่าไหร่","ผ่าน","ครบ","-","","0","ดอกเบี้ยเงินกู้ยืมเพื่อซื้อที่อยู่อาศัย | ค่าลดหย่อนนโยบายรัฐ ปี 2567 | ลำดับการหักค่าใช้จ่ายและค่าลดหย่อนที่ถูกต้อง","1500","ดอกเบี้ยเงินกู้ยืมเพื่อซื้อ เช่าซื้อ หรือสร้างอาคารที่อยู่อาศัย สามารถนำมาหักลดหย่อนภาษีได้ตามที่จ่ายจริง แต่รวมกันแล้วไม่เกิน 100,000 บาทต่อปีค่ะ เงื่อนไขสำคัญคือต้องกู้จากสถาบันการเงินในประเทศไทย และต้องใช้อาคารนั้นเป็นที่อยู่อาศัยในปีภาษีที่ขอใช้สิทธิ โดยสามารถขอหนังสือรับรองดอกเบี้ยจากธนาคารเพื่อใช้เป็นหลักฐานได้ค่ะ 🏠","ประมวลรัษฎากร มาตรา 47(1)(ซ)","S1"
"Q22","สิทธิ์ลดหย่อน","ง่าย","1","เงินสมทบประกันสังคมลดหย่อนได้เท่าไหร่","ผ่าน","ครบ","-","","0","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ค่าลดหย่อนกองทุนและประกัน ปี 2567 | มาตรการลดหย่อนรายปีที่เปลี่ยนเงื่อนไขทุกปี","2363","เงินสมทบประกันสังคมสามารถนำมาลดหย่อนภาษีได้ตามจำนวนที่จ่ายจริงค่ะ โดยผู้ประกันตนมาตรา 33 จะจ่ายสมทบ 5% ของค่าจ้าง ซึ่งคิดจากฐานค่าจ้างสูงสุดเดือนละ 15,000 บาท ทำให้ลดหย่อนได้สูงสุดไม่เกิน 9,000 บาทต่อปีค่ะ 🛡️","ประมวลรัษฎากร มาตรา 47(1)(ฌ)","S1"
"Q23","กำหนดยื่นภาษี","ง่าย","1","ต้องยื่นภาษีเงินได้บุคคลธรรมดาภายในเมื่อไหร่","ผ่าน","ครบ","-","","0","กำหนดเวลายื่นแบบภาษีเงินได้บุคคลธรรมดา ปี 2568 (สำหรับเงินได้ปี 2567) | แบบ ภ.ง.ด.90 ภ.ง.ด.91 และกำหนดเวลายื่น | ฐานภาษีและอัตราภาษีเงินได้บุคคลธรรมดา ปี 2567","1738","กำหนดการยื่นแบบภาษีเงินได้บุคคลธรรมดาประจำปี 2567 มีรายละเอียดดังนี้ค่ะ - ยื่นด้วยตนเองที่สำนักงานสรรพากรพื้นที่สาขา: ภายในวันที่ 31 มีนาคม 2568 - ยื่นออนไลน์ผ่านเว็บไซต์กรมสรรพากร (efiling.rd.go.th): ภายในวันที่ 8 เมษายน 2568 หากมีข้อสงสัยเพิ่มเติมเกี่ยวกับประเภทแบบที่ต้องยื่น สามารถสอบถามได้นะคะ ภาษีเป็นเรื่องใกล้ตัวค่ะ 🗓️","ประมวลรัษฎากร มาตรา 56","S2"
"Q24","กำหนดยื่นภาษี","ปานกลาง","1","แบบ ภ.ง.ด.90 กับ ภ.ง.ด.91 ต่างกันอย่างไร","ผ่าน","ครบ","-","","0","เลือกระหว่าง ภ.ง.ด.90 และ ภ.ง.ด.91 ให้ถูก | ความแตกต่างระหว่างแบบ ภ.ง.ด.90 และ ภ.ง.ด.91 | แบบ ภ.ง.ด.90 ภ.ง.ด.91 และกำหนดเวลายื่น","2777","แบบ ภ.ง.ด.90 และ ภ.ง.ด.91 แตกต่างกันที่ประเภทของเงินได้ค่ะ - ภ.ง.ด.91 ใช้สำหรับผู้ที่มีเงินได้จากการจ้างแรงงานตามมาตรา 40(1) เพียงประเภทเดียวตลอดทั้งปี เช่น พนักงานบริษัทหรือข้าราชการที่ไม่มีรายได้ทางอื่น - ภ.ง.ด.90 ใช้สำหรับผู้ที่มีเงินได้หลายประเภท หรือมีเงินได้ประเภทอื่นนอกเหนือจากเงินเดือนเพียงอย่างเดียว เช่น มีเงินเดือนและรับงานฟรีแลนซ์ มีค่าเช่า หรือขายของออนไลน์ค่ะ","ประมวลรัษฎากร มาตรา 56 ประกอบประกาศอธิบดีกรมสรรพากรเรื่องแบบแสดงรายการ","S2 S3"
"Q25","กำหนดยื่นภาษี","ยาก","1","ภ.ง.ด.94 คืออะไร ใครต้องยื่น และยื่นเมื่อไหร่","ผ่าน","ครบ","-","","0","แบบ ภ.ง.ด.94 ภาษีครึ่งปี | แบบ ภ.ง.ด.90 ภ.ง.ด.91 และกำหนดเวลายื่น | กำหนดเวลายื่นแบบภาษีเงินได้บุคคลธรรมดา ปี 2568 (สำหรับเงินได้ปี 2567)","1348","ภ.ง.ด.94 คือแบบแสดงรายการภาษีเงินได้บุคคลธรรมดาครึ่งปี สำหรับผู้ที่มีเงินได้บางประเภทค่ะ ผู้ที่มีหน้าที่ยื่นคือผู้ที่มีเงินได้ประเภท 40(5) ถึง 40(8) ได้แก่ ค่าเช่า, วิชาชีพอิสระ, รับเหมา และธุรกิจทั่วไป โดยให้นำเงินได้ตั้งแต่วันที่ 1 มกราคม ถึง 30 มิถุนายน มาคำนวณภาษีค่ะ กำหนดการยื่นคือตั้งแต่เดือนกรกฎาคม ถึงวันที่ 30 กันยายน ของปีภาษีนั้นๆ ค่ะ 🗓️","ประมวลรัษฎากร มาตรา 56 ทวิ","S4"
"Q26","กำหนดยื่นภาษี","ปานกลาง","1","ยื่นภาษีออนไลน์ทำอย่างไร","ผ่าน","ครบ","-","","0","ขั้นตอนการยื่นภาษีออนไลน์ที่เว็บไซต์กรมสรรพากร | ระบบยื่นแบบออนไลน์ E-FILING ของกรมสรรพากร | แบบ ภ.ง.ด.90 ภ.ง.ด.91 และกำหนดเวลายื่น","2857","การยื่นภาษีออนไลน์สามารถทำได้ผ่านระบบ E-FILING ของกรมสรรพากรที่เว็บไซต์ rd.go.th ค่ะ - เข้าสู่ระบบด้วยเลขประจำตัวประชาชนและรหัสผ่านที่เว็บไซต์ efiling.rd.go.th - เลือกแบบ ภ.ง.ด.90 หรือ ภ.ง.ด.91 ตามประเภทเงินได้ที่มี - กรอกข้อมูลเงินได้และรายการค่าลดหย่อนตามหลักฐานที่มี - ระบบจะคำนวณภาษีให้อัตโนมัติ ตรวจสอบความถูกต้องแล้วกดยืนยันการยื่นแบบ - หากมีภาษีต้องชำระ สามารถเลือกช่องทางชำระเงินหรือขอผ่อนชำระได้ค่ะ ภาษี 📈","ประกาศกรมสรรพากรเรื่องการยื่นแบบผ่านระบบเครือข่ายอินเทอร์เน็ต","S5"
"Q27","กำหนดยื่นภาษี","ยาก","1","รายได้เท่าไหร่ถึงต้องยื่นแบบแสดงรายการภาษี","ผ่าน","ครบ","-","","0","เกณฑ์เงินได้ที่ทำให้ต้องยื่นแบบแสดงรายการ | สรุปแบบแสดงรายการภาษีทุกชนิดและหน้าที่ของแต่ละแบบ","1951","เกณฑ์เงินได้ที่ต้องยื่นแบบแสดงรายการภาษีเงินได้บุคคลธรรมดา มีดังนี้ค่ะ - กรณีมีเงินได้ประเภทเงินเดือน 40(1) เพียงประเภทเดียว: คนโสดต้องมีรายได้เกิน 120,000 บาทต่อปี หรือคู่สมรสมีรายได้รวมกันเกิน 220,000 บาทต่อปี - กรณีมีเงินได้ประเภทอื่น หรือมีเงินได้ประเภทอื่นรวมด้วย: คนโสดต้องมีรายได้เกิน 60,000 บาทต่อปี หรือคู่สมรสมีรายได้รวมกันเกิน 120,000 บาทต่อปี การยื่นแบบแม้ไม่มีภาษีต้องชำระ ยังเป็นประโยชน์ในการใช้เป็นหลักฐานทางการเงินและขอคืนภาษีที่ถูกหัก ณ ที่จ่ายไว้ค่ะ ภาษีเป็นเรื่องสำคัญ หากมีข้อสงสัยเพิ่มเติมสามารถสอบถามเกี่ยวกับภาษีเงินได้บุคคลธรรมดาได้นะคะ 📝","ประมวลรัษฎากร มาตรา 56","S3"
