รหัส,หมวด,ความยาก,รอบที่,คำถาม,ผล,เหตุผล,เรียกเครื่องมือ,ข้อมูลที่ส่งให้เครื่องมือ,รอบที่เรียกเครื่องมือ,ความรู้ที่ค้นเจอ,เวลา_ms,คำตอบ,ฐานกฎหมาย,แหล่งอ้างอิง
"Q26","กำหนดยื่นภาษี","ปานกลาง","1","ยื่นภาษีออนไลน์ทำอย่างไร","ผ่าน","ครบ","-","","0","ขั้นตอนการยื่นภาษีออนไลน์ที่เว็บไซต์กรมสรรพากร | ระบบยื่นแบบออนไลน์ E-FILING ของกรมสรรพากร | กำหนดเวลายื่นแบบภาษีเงินได้บุคคลธรรมดา ปี 2568 (สำหรับเงินได้ปี 2567)","51860","ยื่นภาษีออนไลน์ผ่านระบบ E-FILING โดยใช้เว็บไซต์ rd.go.th หรือ efiling.rd.go.th ขั้นตอนหลัก: 1. เข้าเว็บไซต์ efiling.rd.go.th แล้วเลือกเมนูยื่นแบบออนไลน์ 2. สมัครสมาชิกด้วยเลขประจำตัวประชาชน 13 หลักเป็นชื่อผู้ใช้ และตั้งรหัสผ่าน 3. ยืนยันตัวตนตามขั้นตอนของระบบ 4. เข้าสู่ระบบแล้วเลือกแบบที่ต้องการยื่น เช่น ภ.ง.ด.90 หรือ ภ.ง.ด.91 5. กรอกข้อมูลเงินได้จากหนังสือรับรองการหักภาษี ณ ที่จ่าย แบบ 50 ทวิ 6. กรอกรายการค่าลดหย่อนที่มีสิทธิ์ เช่น มีบุตรหรือพิการอุปการะ 7. ระบบคำนวณภาษีอัตโนมัติ ตรวจสอบแล้วยืนยันการยื่น 8. หากมีภาษีต้องชำระ เลือกช่องทางชำระเงิน หรือขอผ่อนชำระ 3 งวดหากภาษีตั้งแต่ 3,000 บาทขึ้","ประกาศกรมสรรพากรเรื่องการยื่นแบบผ่านระบบเครือข่ายอินเทอร์เน็ต","S5"
"Q27","กำหนดยื่นภาษี","ยาก","1","รายได้เท่าไหร่ถึงต้องยื่นแบบแสดงรายการภาษี","ผ่าน","ครบ","-","","0","เกณฑ์เงินได้ที่ทำให้ต้องยื่นแบบแสดงรายการ | สรุปแบบแสดงรายการภาษีทุกชนิดและหน้าที่ของแต่ละแบบ | ระบบยื่นแบบออนไลน์ E-FILING ของกรมสรรพากร","44962","รายได้ที่ทำให้ต้องยื่นแบบแสดงรายการภาษีขึ้นอยู่กับประเภทของรายได้และสถานะสมรส ดังนี้ค่ะ หากมีรายได้จากการจ้างงาน (เงินเดือน) เพียงอย่างเดียว: - คนโสด: เงินได้รวมเกิน **120,000 บาทต่อปี** ต้องยื่นแบบ - คู่สมรส: เงินได้รวมกันเกิน **220,000 บาทต่อปี** ต้องยื่นแบบ หากมีรายได้ประเภทอื่นนอกจากเงินเดือน (เช่น ดอกเบี้ย เงินปันผล ค่าเช่าทรัพย์สิน เป็นต้น): - คนโสด: เงินได้รวมเกิน **60,000 บาทต่อปี** ต้องยื่นแบบ - คู่สมรส: เงินได้รวมกันเกิน **120,000 บาทต่อปี** ต้องยื่นแบบ แม้มีรายได้แต่ไม่มีภาษีต้องชำระ ก็ยังต้องยื่นแบบเพื่อใช้เป็นหลักฐานทางการเงิน เช่น ขอสินเชื่อหรือวีซ่าค่ะ หากต้องการคำนวณภาษีที่ต้อง","ประมวลรัษฎากร มาตรา 56","S3"
"Q28","กฎหมายภาษี","ปานกลาง","1","เงินได้พึงประเมินมีกี่ประเภท","ผ่าน","ครบ","-","","0","เงินได้พึงประเมิน 8 ประเภทตามมาตรา 40 | ฐานภาษีและอัตราภาษีเงินได้บุคคลธรรมดา ปี 2567 | ตัวอย่างการคำนวณภาษีเงินเดือน","31374","เงินได้พึงประเมินแบ่งออกเป็น 8 ประเภทตามมาตรา 40 ประมวลรัษฎากรค่ะ - 40(1) เงินเดือน ค่าจ้าง โบนัส - 40(2) ค่านายหน้า ค่าคอมมิชชัน - 40(3) ค่าลิขสิทธิ์ สิทธิบัตร - 40(4) ดอกเบี้ย เงินปันผล - 40(5) เงินได้จากการให้เช่าทรัพย์สิน - 40(6) เงินได้จากวิชาชีพอิสระ เช่น กฎหมาย ศิลปะ - 40(7) เงินได้จากการรับเหมาที่ลงทุนจัดหาสัมภาระ - 40(8) เงินได้จากธุรกิจ การพาณิชย์ แต่ละประเภทหักค่าใช้จ่ายแตกต่างกันนะคะ","ประมวลรัษฎากร มาตรา 40","S3 S6"
"Q29","กฎหมายภาษี","ปานกลาง","1","เงินเดือนหักค่าใช้จ่ายได้เท่าไหร่","ผ่าน","ครบ","-","","0","การหักค่าใช้จ่ายเงินเดือนและค่าจ้าง 40(1) และ 40(2) | ตัวอย่างการคำนวณภาษีเงินเดือน | ลำดับการหักค่าใช้จ่ายและค่าลดหย่อนที่ถูกต้อง","28052","เงินเดือนหักค่าใช้จ่ายได้ตามอัตราเหมาร้อยละ 50 แต่ไม่เกินเพดานรวม 100,000 บาทต่อปี ตัวอย่างเช่น เงินเดือนปีละ 600,000 บาท หักค่าใช้จ่ายได้เท่ากับ 300,000 บาท (ร้อยละ 50) แต่หักได้จริงเพียง 100,000 บาท เนื่องจากมีเพดานรวม หากเงินเดือนต่ำกว่า เช่น ปีละ 150,000 บาท ร้อยละ 50 เท่ากับ 75,000 บาท หักได้เต็มจำนวนเพราะยังไม่ถึงเพดาน ข้อมูลอ้างอิงจากประมวลรัษฎากร มาตรา 42 ทวิ [ชุดที่ 3]","ประมวลรัษฎากร มาตรา 42 ทวิ","S3"
"Q30","กฎหมายภาษี","ปานกลาง","1","เปิดร้านขายของ รายได้จัดเป็นเงินได้ประเภทไหน และหักค่าใช้จ่ายได้เท่าไหร่","ผ่าน","ครบ","-","","0","ภาษีธุรกิจเฉพาะและการขายอสังหาริมทรัพย์ | เงินได้จากธุรกิจและการพาณิชย์ 40(8) | การหักค่าใช้จ่ายเงินเดือนและค่าจ้าง 40(1) และ 40(2)","26927","ผู้ทดสอบระบบคะ เงินได้จากกิจการพาณิชย์ที่เปิดร้านขายของนั้นจัดอยู่ในเงินได้ประเภท 40(8) ตามประมวลรัษฎากรมาตรา 40(8) สำหรับการหักค่าใช้จ่าย จะต้องพิจารณาอัตราหักตามจริงหรือเหมา โดยปกติแล้วกิจการส่วนใหญ่จะหักได้อัตราเหมา 60% หากต้นทุนจริงสูงกว่านี้ มีสิทธิ์เลือกหักตามจริงได้แต่ต้องมีหลักฐานครบถ้วน หากคุณต้องการคำนวณภาษีเงินได้ทั้งหมดของร้านนี้ กรุณาแจ้งรายได้ทั้งปีและค่าใช้จ่ายรายละเอียดเพิ่มเติมมาได้เลยนะคะ","ประมวลรัษฎากร มาตรา 40(8) และพระราชกฤษฎีกาว่าด้วยการหักค่าใช้จ่าย","S3"
"Q31","กฎหมายภาษี","ยาก","1","มีรายได้จากต่างประเทศต้องเสียภาษีในไทยไหม","ผ่าน","ครบ","-","","0","เงินได้จากต่างประเทศและถิ่นที่อยู่ทางภาษี | ภาษีป้าย | กำไรจากการขายหุ้นและกองทุนรวม","33007","ต้องเสียภาษีในไทยหรือไม่ขึ้นอยู่กับสองเงื่อนไขตามมาตรา 41 ประมวลรัษฎากรค่ะ หากผู้มีรายได้จากต่างประเทศ: - เป็นผู้อยู่ในประเทศไทยต่อเนื่องรวมกันไม่น้อยกว่า **180 วันในปีภาษีนั้น** และ - เงินได้นั้นนำเข้ามาในประเทศไทย จะต้องเสียภาษีเงินได้บุคคลธรรมดาในประเทศไทยค่ะ หากอยู่ในประเทศไทยไม่ถึง 180 วันในปีภาษี จะไม่ต้องเสียภาษีแม้มีรายได้จากต่างประเทศนำเข้ามาด้วยค่ะ กรณีรายได้จากต่างประเทศจำนวนมากหรือมีความซับซ้อน เช่น มีอนุสัญญาภาษีซ้อนระหว่างประเทศ ควรปรึกษากรมสรรพากรหรือผู้เชี่ยวชาญด้านภาษีระหว่างประเทศโดยตรงค่ะ ต้องการทราบรายละเอียดเพิ่มเติมเกี่ยวกับเงื่อนไขการเสียภาษีจากต่างประเทศไหมคะ?","ประมวลรัษฎากร มาตรา 41","S6"
"Q32","นอกขอบเขต","ง่าย","1","ช่วยแนะนำร้านอาหารอร่อยแถวพิษณุโลกหน่อย","ผ่าน","แจ้งขอบเขตถูกต้อง","-","","0","ภาษีธุรกิจเฉพาะและการขายอสังหาริมทรัพย์ | เงินได้จากธุรกิจและการพาณิชย์ 40(8) | เงินได้พึงประเมิน 8 ประเภทตามมาตรา 40","25359","ขออภัยค่ะ ผู้ทดสอบระบบ คำถามนี้เกี่ยวกับร้านอาหารที่อยู่นอกขอบเขตการให้ข้อมูลภาษีหรือบริการด้านภาษีเงินได้บุคคลธรรมดาของประเทศไทยค่ะ หากต้องการคำแนะนำร้านอาหารในพิษณุโลก ขอแนะนำให้ตรวจสอบจากแหล่งข้อมูลภายนอก เช่น เว็บไซต์รีวิวอาหารหรือแอปพลิเคชันแนะนำร้านอาหารในพื้นที่นั้น ๆ จะได้ข้อมูลที่แม่นยำและอัปเดตที่สุดค่ะ หากมีคำถามเกี่ยวกับภาษีเงินได้บุคคลธรรมดาหรือเรื่องอื่น ๆ ที่เกี่ยวข้องกับกฎหมายภาษีในประเทศไทย ยินดีช่วยเหลือเสมอค่ะ 😊","ไม่มี",""
"Q33","คำนวณภาษี","ง่าย","1","เงินเดือน 25,000 บาทต่อเดือน ประกันสังคม 9,000 บาท โสด ต้องเสียภาษีเท่าไหร่","ผ่าน","ตอบถูกว่าไม่ต้องเสียภาษี","calculate_thai_personal_income_tax","{""income"":{""salary"":300000},""allowances"":{""children"":0,""childrenBorn2561Plus"":0,""disabledCare"":0,""donationEducation"":0,""donationGeneral"":0,""easyEReceipt"":0,""healthInsurance"":0,""homeLoanInterest"":0,""lifeInsurance"":0,""nsf"":0,""parentHealthInsurance"":0,""parents"":0,""pensionInsurance"":0,""pvd"":0,""socialSecurity"":9000,""spouse"":false,""ssf"":0}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ตัวอย่างการคำนวณภาษีเงินเดือน","43863","ภาษีที่ต้องชำระคือ 0 บาทค่ะ เงินเดือนปีละ 300,000 บาท (25,000 บาทต่อเดือน) หักค่าใช้จ่าย 50% เหลือ 200,000 บาท หักค่าลดหย่อนส่วนตัว 60,000 บาท และเงินสมทบประกันสังคม 9,000 บาท เหลือเงินได้สุทธิ 131,000 บาท อัตราภาษีสำหรับช่วงนี้คือ 0% เพราะไม่ถึงเกณฑ์ขั้นต่อไป คำแนะนำเพิ่มเติม: - หากมีบุตรหรือผู้พิการอุปการะ อาจลดหย่อนได้อีก - ตรวจสอบข้อมูลรายได้จริงกับกรมสรรพากรเพื่อความถูกต้อง คุณเคยใช้สิทธิ์ลดหย่อนอื่นๆ เพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 48","S2 S7"
"Q34","คำนวณภาษี","ง่าย","1","เงินเดือน 40,000 บาทต่อเดือน ประกันสังคม 9,000 บาท โสด ภาษีเท่าไหร่","ผ่าน","พบ 8,600","calculate_thai_personal_income_tax","{""income"":{""salary"":480000},""allowances"":{""children"":0,""childrenBorn2561Plus"":0,""disabledCare"":0,""donationEducation"":0,""donationGeneral"":0,""easyEReceipt"":0,""healthInsurance"":0,""homeLoanInterest"":0,""lifeInsurance"":0,""nsf"":0,""parentHealthInsurance"":0,""parents"":0,""pensionInsurance"":0,""pvd"":0,""socialSecurity"":9000,""spouse"":false,""ssf"":0}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ตัวอย่างการคำนวณภาษีเงินเดือน","59058","ภาษีที่ต้องชำระคือ 8,600 บาทค่ะ รายละเอียด: - เงินเดือนปีละ 480,000 บาท (40,000 บาท/เดือน × 12 เดือน) - หักค่าใช้จ่าย 50% แต่ไม่เกิน 100,000 บาท → หัก 100,000 บาท - เงินได้หลังหักค่าใช้จ่าย: 380,000 บาท - หักค่าลดหย่อน: ส่วนตัว 60,000 บาท + ประกันสังคม 9,000 บาท → รวม 69,000 บาท - เงินได้สุทธิ: 311,000 บาท - ภาษีตามอัตราก้าวหน้า: - 150,001–300,000 บาท: 7,500 บาท - เหลืออีก 11,000 บาท (300,001–311,000): 1,100 บาท → รวมภาษีที่ต้องชำระ: 8,600 บาท คำแนะนำเพิ่มเติม: - หากมีบุตรหรือผู้พิการอุปการะ อาจลดหย่อนได้อีก - ตรวจสอบข้อมูลกับกรมสรรพากรอย่างละเอียดหากมีรายได้หลากหลายประเภท คุณเคยใช้สิทธิลดหย่อ","ประมวลรัษฎากร มาตรา 48","S2 S7"
"Q35","คำนวณภาษี","ปานกลาง","1","เงินเดือน 60,000 บาทต่อเดือน ประกันสังคม 9,000 บาท มีบุตร 1 คน ภาษีเท่าไหร่","ผ่าน","พบ 30,650","calculate_thai_personal_income_tax","{""income"":{""salary"":720000},""allowances"":{""children"":1,""socialSecurity"":9000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ตัวอย่างการคำนวณภาษีเงินเดือน","37215","ภาษีที่ต้องชำระคือ 30,650 บาทค่ะ เงินเดือนปีละ 720,000 บาท หักค่าใช้จ่าย 50% (ไม่เกิน 100,000 บาท) เหลือ 620,000 บาท หักค่าลดหย่อนรวม 99,000 บาท (ส่วนตัว 60,000 + บุตร 30,000 + ประกันสังคม 9,000) เหลือเงินได้สุทธิ 521,000 บาท แล้วคำนวณภาษีอัตราก้าวหน้าตามประมวลรัษฎากร ค่าใช้จ่ายและค่าลดหย่อนที่ระบุไว้นี้เป็นไปตามหลักเกณฑ์ปีภาษี 2567 แนะนำให้ตรวจสอบรายละเอียดกับกรมสรรพากรอีกครั้งหากมีข้อมูลเพิ่มเติม คุณเคยใช้สิทธิลดหย่อนอื่นๆ เช่น RMF หรือการออมเงินเพื่อลดภาษีไหมคะ?","ประมวลรัษฎากร มาตรา 47","S1 S2"
"Q36","คำนวณภาษี","ปานกลาง","1","เงินเดือน 50,000 บาทต่อเดือน ประกันสังคม 9,000 บาท ซื้อประกันชีวิต 100,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 10,600","calculate_thai_personal_income_tax","{""income"":{""salary"":600000},""allowances"":{""lifeInsurance"":100000,""socialSecurity"":9000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ตัวอย่างการคำนวณภาษีเงินเดือน","42877","ภาษีที่ต้องชำระคือ 10,600 บาทค่ะ รายละเอียดการคำนวณ: - เงินเดือนปีละ 600,000 บาท (50,000 บาทต่อเดือน × 12) - หักค่าใช้จ่าย 50% แต่ไม่เกิน 100,000 บาท - เงินได้หลังหักค่าใช้จ่าย: 500,000 บาท - หักค่าลดหย่อนรวม: - ส่วนตัว: 60,000 บาท - เบี้ยประกันชีวิต: 100,000 บาท - ประกันสังคม: 9,000 บาท - เงินได้สุทธิ: 331,000 บาท - คำนวณภาษีตามอัตราก้าวหน้า: - 150,001–300,000 บาท: 7,500 บาท - 300,001–331,000 บาท: 3,100 บาท - รวมภาษีที่ต้องชำระ: 10,600 บาท คุณสนใจเรื่องลดหย่อนอื่น ๆ หรือการวางแผนภาษีเพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 47","S1 S8"
"Q37","คำนวณภาษี","ปานกลาง","1","เงินเดือน 50,000 บาทต่อเดือน ประกันสังคม 9,000 บาท เลี้ยงดูบิดามารดา 2 คน ภาษีเท่าไหร่","ผ่าน","พบ 14,600","calculate_thai_personal_income_tax","{""income"":{""salary"":600000},""allowances"":{""children"":0,""childrenBorn2561Plus"":0,""disabledCare"":0,""healthInsurance"":0,""lifeInsurance"":0,""parentHealthInsurance"":0,""parents"":2,""rmf"":0,""socialSecurity"":9000,""spouse"":false},""options"":{""professionType"":""other"",""rentType"":""other""}}","1","ค่าลดหย่อนบิดามารดาและค่าอุปการะคนพิการ | ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน","46752","ภาษีที่ต้องชำระคือ 14,600 บาทค่ะ รายละเอียด: - เงินเดือนปีละ 50,000 บาทต่อเดือน = 600,000 บาท - หักค่าใช้จ่าย 50% (เพดานรวม 100,000 บาท) - ลดหย่อนบิดามารดา 2 คน = 30,000 × 2 = 60,000 บาท - เงินสมทบประกันสังคม = 9,000 บาท - เงินได้สุทธิหลังหักค่าใช้จ่ายและลดหย่อน = 371,000 บาท - อัตราภาษีตามขั้นบันได: 5% และ 10% รวมเป็นภาษีที่ต้องชำระ 14,600 บาท คำแนะนำเพิ่มเติม: - หากมีบุตรหรือคนพิการอื่นๆ อาจลดหย่อนได้อีก - ตรวจสอบข้อมูลกับกรมสรรพากรอย่างเป็นทางการหากต้องการความแม่นยำสูงสุด คุณเคยหักลดหย่อนอื่นๆ อีกไหมคะ?","ประมวลรัษฎากร มาตรา 47","S1"
"Q38","คำนวณภาษี","ปานกลาง","1","เงินเดือน 70,000 บาทต่อเดือน ประกันสังคม 9,000 บาท ดอกเบี้ยบ้าน 100,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 38,150","calculate_thai_personal_income_tax","{""income"":{""salary"":840000},""allowances"":{""homeLoanInterest"":100000,""socialSecurity"":9000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ตัวอย่างการคำนวณภาษีเงินเดือน","42029","ภาษีที่ต้องชำระคือ 38,150 บาทค่ะ เงินเดือนปีละ 840,000 บาท (70,000 บาทต่อเดือน × 12 เดือน) หักค่าใช้จ่าย 50% หรือไม่เกิน 100,000 บาท และหักค่าลดหย่อนรวม 169,000 บาท (ค่าลดหย่อนส่วนตัว 60,000 บาท + เงินสมทบประกันสังคม 9,000 บาท + ดอกเบี้ยบ้าน 100,000 บาท) อัตราก้าวหน้าภาษีเงินได้บุคคลธรรมดาปีภาษี 2567 ใช้ช่วงเงินได้สุทธิหลังหักค่าลดหย่อน 571,000 บาท เพื่อคำนวณภาษีที่ต้องชำระรวมทั้งหมด แนะนำให้ตรวจสอบข้อมูลกับกรมสรรพากรอย่างละเอียดหากมีรายได้หลายประเภทหรือใช้สิทธิพิเศษเพิ่มเติมค่ะ อยากทราบว่าจะประหยัดภาษีได้อีกกี่บาทถ้าเพิ่มค่าลดหย่อนอื่น ๆ ไหมคะ?","ประมวลรัษฎากร มาตรา 47","S1"
"Q39","คำนวณภาษี","ยาก","1","เงินเดือน 80,000 บาทต่อเดือน ประกันสังคม 9,000 บาท คู่สมรสไม่มีรายได้ บุตร 1 คน ประกันชีวิต 50,000 บาท RMF 100,000 บาท ภาษีเท่าไหร่","ไม่ผ่าน","ไม่พบ 35,150","calculate_thai_personal_income_tax","{""income"":{""salary"":960000},""allowances"":{""children"":1,""childrenBorn2561Plus"":0,""disabledCare"":0,""healthInsurance"":0,""lifeInsurance"":50000,""parentHealthInsurance"":0,""parents"":0,""rmf"":100000,""socialSecurity"":9000,""spouse"":false}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ตัวอย่างการคำนวณภาษีเงินเดือน","48008","ภาษีที่ต้องชำระคือ 44,150 บาทค่ะ คำนวณจากเงินเดือนปีละ 960,000 บาท (80,000 บาทต่อเดือน × 12 เดือน) หักค่าใช้จ่าย 50% แต่ไม่เกิน 100,000 บาท → หักได้ 100,000 บาท หักค่าลดหย่อนรวม: - ส่วนตัว: 60,000 บาท - บุตร 1 คน: 30,000 บาท - เบี้ยประกันชีวิต: 50,000 บาท - กองทุน RMF: 100,000 บาท - เงินสมทบประกันสังคม: 9,000 บาท รวมหักได้ทั้งหมด 249,000 บาท เงินได้สุทธิเหลือ 611,000 บาท คำนวณภาษีตามอัตราก้าวหน้า → จ่ายเพิ่ม 44,150 บาท แนะนำให้ตรวจสอบข้อมูลรายได้และสิทธิ์ลดหย่อนอีกครั้งกับกรมสรรพากรนะคะ มีอะไรเพิ่มเติมไหมคะ?","ประมวลรัษฎากร มาตรา 47","S1 S8"
"Q40","คำนวณภาษี","ยาก","1","เงินเดือนปีละ 2,000,000 บาท ประกันสังคม 9,000 บาท SSF 200,000 บาท RMF 400,000 บาท ภาษีเท่าไหร่","ผ่าน","พบ 197,750","calculate_thai_personal_income_tax","{""income"":{""salary"":2000000},""allowances"":{""rmf"":400000,""socialSecurity"":9000,""ssf"":200000}}","1","ประกันสังคมและกองทุนอื่นที่หักจากเงินเดือน | ตัวอย่างการคำนวณภาษีเงินเดือน","40789","ภาษีที่ต้องชำระคือ 197,750 บาทค่ะ รายละเอียดการคำนวณ: - เงินได้พึงประเมินรวม: 2,000,000 บาท - หักค่าใช้จ่าย (50%): 100,000 บาท - เงินได้หลังหักค่าใช้จ่าย: 1,900,000 บาท - หักค่าลดหย่อนรวม: 569,000 บาท (ส่วนตัว 60,000 + ประกันสังคม 9,000 + RMF 333,333.33 + SSF 166,666.67) - เงินได้สุทธิ: 1,331,000 บาท - ภาษีตามอัตราก้าวหน้า: 197,750 บาท ค่าลดหย่อน RMF และ SSF มีข้อจำกัดตามเพดานกฎหมายค่ะ หากมีรายได้จากประเภทอื่นหรือต้องการคำนวณเฉพาะส่วนใดเพิ่มเติม แจ้งมาได้เลยนะคะ 😊","กฎกระทรวง ฉบับที่ 126","S1 S8"
"Q41","คำนวณภาษี","ปานกลาง","1","มีรายได้จากค่าเช่าบ้านปีละ 400,000 บาท โสด ภาษีเท่าไหร่","ผ่าน","พบ 3,500","calculate_thai_personal_income_tax","{""income"":{""rent"":400000},""allowances"":{""children"":0,""childrenBorn2561Plus"":0,""disabledCare"":0,""donationEducation"":0,""donationGeneral"":0,""easyEReceipt"":0,""healthInsurance"":0,""homeLoanInterest"":0,""lifeInsurance"":0,""nsf"":0,""parentHealthInsurance"":0,""parents"":0,""pensionInsurance"":0,""pvd"":0,""rmf"":0,""socialSecurity"":0,""spouse"":false,""ssf"":0}}","1","ค่าเช่าทรัพย์สิน 40(5) อัตราหักค่าใช้จ่ายตามประเภททรัพย์สิน | ความแตกต่างระหว่างแบบ ภ.ง.ด.90 และ ภ.ง.ด.91","40060","ภาษีที่ต้องชำระคือ 3,500 บาทค่ะ รายได้จากค่าเช่าบ้านปีละ 400,000 บาทหักค่าใช้จ่าย 30% เหลือ 280,000 บาท หักค่าลดหย่อนส่วนตัว 60,000 บาท เหลือเงินได้สุทธิ 220,000 บาท อัตราภาษีขั้นต่ำตามมาตรา 48(2) คือ 2,000 บาท จึงยกเว้นไปใช้ภาษีขั้นต่อมา เงินได้ในช่วง 150,001 - 300,000 บาท อัตรา 5% เหลือภาษีเพิ่มเติม 3,500 บาท คุณเคยคิดว่าค่าเช่าทรัพย์สินสามารถหักค่าใช้จ่ายได้ไหมคะ","พระราชกฤษฎีกา ฉบับที่ 11","S6 S10"
"Q42","คำนวณภาษี","ปานกลาง","1","เป็นฟรีแลนซ์รับจ้างทำของปีละ 500,000 บาท โสด ภาษีเท่าไหร่","ผ่าน","พบ 11,500","calculate_thai_personal_income_tax","{""income"":{""hire"":500000},""allowances"":{""children"":0,""childrenBorn2561Plus"":0,""disabledCare"":0,""donationEducation"":0,""donationGeneral"":0,""easyEReceipt"":0,""healthInsurance"":0,""homeLoanInterest"":0,""lifeInsurance"":0,""nsf"":0,""parentHealthInsurance"":0,""parents"":0,""pensionInsurance"":0,""pvd"":0,""rmf"":0,""socialSecurity"":0,""spouse"":false,""ssf"":0}}","1","ความแตกต่างระหว่างแบบ ภ.ง.ด.90 และ ภ.ง.ด.91","50299","ภาษีที่ต้องชำระคือ 11,500 บาทค่ะ รายได้ปีละ 500,000 บาทจากงานฟรีแลนซ์ (ประเภท 40(2)) จะหักค่าใช้จ่าย 50% เต็มจำนวน (เพดานรวมไม่เกิน 100,000 บาท) และหักค่าลดหย่อนส่วนตัว 60,000 บาท เงินได้สุทธิหลังหักค่าใช้จ่ายและลดหย่อนคือ 340,000 บาท ตามอัตราภาษีขั้นบันได จะต้องเสียภาษีเพิ่มเติม 11,500 บาท คุณเป็นโสดและไม่มีบุตรหรือผู้อุปการะ จึงไม่มีสิทธิ์หักค่าลดหย่อนเพิ่มเติม หากมีรายได้อื่นหรือต้องการใช้สิทธิพิเศษเพิ่มเติม เช่น มีบุตรเกิดปี 2561 เป็นต้นไป ควรปรึกษากรมสรรพากรอีกครั้ง คุณสนใจเรื่องภาษีรายได้เสริมหรือการวางแผนลดหย่อนเพิ่มเติมไหมคะ?","พระราชกฤษฎีกา ฉบับที่ 11","S6 S10"
"Q43","คำนวณภาษี","ปานกลาง","1","ทำธุรกิจส่วนตัวปีละ 1,000,000 บาท โสด ภาษีเท่าไหร่","ผ่าน","พบ 11,500","calculate_thai_personal_income_tax","{""income"":{""business"":1000000},""allowances"":{""children"":0,""childrenBorn2561Plus"":0,""disabledCare"":0,""donationEducation"":0,""donationGeneral"":0,""easyEReceipt"":0,""healthInsurance"":0,""homeLoanInterest"":0,""lifeInsurance"":0,""nsf"":0,""parentHealthInsurance"":0,""parents"":0,""pensionInsurance"":0,""pvd"":0,""rmf"":0,""socialSecurity"":0,""spouse"":false,""ssf"":0}}","1","ภาษีธุรกิจเฉพาะและการขายอสังหาริมทรัพย์ | เงินได้จากธุรกิจและการพาณิชย์ 40(8)","56939","ภาษีที่ต้องชำระคือ 11,500 บาทค่ะ รายได้จากธุรกิจส่วนตัวปีละ 1,000,000 บาท หักค่าใช้จ่ายตามจริงได้ร้อยละ 60 เหลือเงินได้สุทธิ 340,000 บาท หักค่าลดหย่อนส่วนตัวอีก 60,000 บาท แล้วต้องเสียภาษีตามอัตราก้าวหน้ามาตรา 48(2) อัตราภาษีขึ้นตามช่วงเงินได้ รวมเป็นจำนวนทั้งหมด 11,500 บาท คุณโสดไม่มีค่าลดหย่อนเพิ่มเติมจากคู่สมรสหรือบุตร คำแนะนำเพิ่มเติม: - หากธุรกิจมีต้นทุนจริงสูงกว่าร้อยละ 60 ควรเลือกหักค่าใช้จ่ายตามจริงแทน - ตรวจสอบข้อมูลรายได้และเอกสารหลักฐานให้ครบถ้วนเพื่อป้องกันความผิดพลาด มีคำถามเพิ่มเติมเกี่ยวกับการวางแผนภาษีหรือไม่คะ?","พระราชกฤษฎีกา ฉบับที่ 11","S6 S10"
"Q44","คำนวณภาษี","ยาก","1","ทำธุรกิจปีละ 3,000,000 บาท คู่สมรสไม่มีรายได้ บุตร 2 คน บริจาคทั่วไป 50,000 บาท ภาษีเท่าไหร่","ไม่ผ่าน","ไม่พบ 120,000","calculate_thai_personal_income_tax","{""income"":{""business"":3000000},""allowances"":{""children"":2,""childrenBorn2561Plus"":0,""disabledCare"":0,""donationEducation"":0,""donationGeneral"":50000,""healthInsurance"":0,""homeLoanInterest"":0,""lifeInsurance"":0,""nsf"":0,""parentHealthInsurance"":0,""parents"":0,""pensionInsurance"":0,""pvd"":0,""rmf"":0,""socialSecurity"":0,""spouse"":false,""ssf"":0},""withholdingTax"":0}","1","ภาษีธุรกิจเฉพาะและการขายอสังหาริมทรัพย์ | เงินได้จากธุรกิจและการพาณิชย์ 40(8)","43455","ภาษีที่ต้องชำระคือ 122,500 บาทค่ะ เงินได้พึงประเมินรวมปีละ 3,000,000 บาทหักค่าใช้จ่าย 60% เหลือ 1,800,000 บาท หักค่าลดหย่อนบุตร 2 คน (60,000 บาท) และบริจาคทั่วไป 50,000 บาทรวมแล้วไม่เกิน 10% ของฐานได้ เงินได้สุทธิจึงเหลือ 1,030,000 บาท ซึ่งต้องเสียภาษีอัตราก้าวหน้าตามขั้นบันได รวมเป็นจำนวน 122,500 บาท หากมีรายละเอียดเพิ่มเติม เช่น เงินได้อื่นๆ หรือใช้สิทธิพิเศษอื่นๆ ควรตรวจสอบกับกรมสรรพากรอีกครั้งนะคะ คุณเคยใช้บริการคำนวณภาษีออนไลน์ไหมครับ","ประมวลรัษฎากร มาตรา 47","S1 S10"
